full_name,member_title,last_name,state,party_name,chamber,year_start,year_end,member_id
Kyrsten Sinema,Senator,Sinema,Arizona,Democratic,Senate,2019,2020,1085
Lamar Alexander,Senator,Alexander,Tennessee,Republican,Senate,2003,2020,1086
Lamar Smith,Representative,Smith,Texas,Republican,House,1987,2019,1087
Lance Gooden,Representative,Gooden,Texas,Republican,House,2019,2020,1088
Lane Evans,Representative,Evans,Illinois,Democratic,House,1983,2007,1089
Larkin Smith,Representative,Smith,Mississippi,Republican,House,1989,1991,1090
Larry Bucshon,Representative,Bucshon,Indiana,Republican,House,2011,2020,1091
Larry Combest,Representative,Combest,Texas,Republican,House,1985,2003,1092
Larry E. Craig,Senator,Craig,Idaho,Republican,House,1981,1991,1093
Larry E. Craig,Senator,Craig,Idaho,Republican,Senate,1991,2009,1094
Larry J. Hopkins,Representative,Hopkins,Kentucky,Republican,House,1979,1993,1095
Larry Kissell,Representative,Kissell,North Carolina,Democratic,House,2009,2013,1096
Larry LaRocco,Representative,LaRocco,Idaho,Democratic,House,1991,1995,1097
Larry Pressler,Senator,Pressler,South Dakota,Republican,House,1975,1979,1098
Larry Pressler,Senator,Pressler,South Dakota,Republican,Senate,1979,1997,1099
Lauch Faircloth,Senator,Faircloth,North Carolina,Republican,Senate,1993,1999,1100
Laura Richardson,Representative,Richardson,California,Democratic,House,2007,2013,1101
Lauren Underwood,Representative,Underwood,Illinois,Democratic,House,2019,2020,1102
Lawrence Coughlin,Representative,Coughlin,Pennsylvania,Republican,House,1969,1993,1103
Lawrence Smith,Representative,Smith,Florida,Democratic,House,1983,1993,1104
Lawton Chiles,Senator,Chiles,Florida,Democratic,Senate,1971,1989,1105
Lee H. Hamilton,Representative,Hamilton,Indiana,Democratic,House,1965,1999,1106
Lee M. Zeldin,Representative,Zeldin,New York,Republican,House,2015,2020,1107
Lee Terry,Representative,Terry,Nebraska,Republican,House,1999,2015,1108
Leon Panetta,Representative,Panetta,California,Democratic,House,1977,1995,1109
Leonard L. Boswell,Representative,Boswell,Iowa,Democratic,House,1997,2013,1110
Leonard Lance,Representative,Lance,New Jersey,Republican,House,2009,2019,1111
Les Aspin,Representative,Aspin,Wisconsin,Democratic,House,1971,1995,1112
Les AuCoin,Representative,AuCoin,Oregon,Democratic,House,1975,1993,1113
Leslie L. Byrne,Representative,Byrne,Virginia,Democratic,House,1993,1995,1114
"Lewis F., Jr. Payne",Representative,Payne,Virginia,Democratic,House,1987,1997,1115
Lincoln Chafee,Senator,Chafee,Rhode Island,Republican,Senate,1999,2007,1116
Lincoln Davis,Representative,Davis,Tennessee,Democratic,House,2003,2011,1117
Lincoln Diaz-Balart,Representative,Diaz-Balart,Florida,Republican,House,1993,2011,1118
Linda Smith,Representative,Smith,Washington,Republican,House,1995,1999,1119
Linda T. Sanchez,Representative,Sanchez,California,Democratic,House,2003,2020,1120
Lindsay Thomas,Representative,Thomas,Georgia,Democratic,House,1983,1993,1121
Lindsey Graham,Senator,Graham,South Carolina,Republican,House,1995,2003,1122
Lindsey Graham,Senator,Graham,South Carolina,Republican,Senate,2003,2020,1123
Lisa Blunt Rochester,Representative,Blunt Rochester,Delaware,Democratic,House,2017,2020,1124
Lisa Murkowski,Senator,Murkowski,Alaska,Republican,Senate,2003,2020,1125
Liz Cheney,Representative,Cheney,Wyoming,Republican,House,2017,2020,1126
Lizzie Fletcher,Representative,Fletcher,Texas,Democratic,House,2019,2020,1127
Lloyd Doggett,Representative,Doggett,Texas,Democratic,House,1995,2020,1128
Lloyd M. Bentsen,Senator,Bentsen,Texas,Democratic,House,1947,1955,1129
Lloyd M. Bentsen,Senator,Bentsen,Texas,Democratic,Senate,1971,1993,1130
Lloyd Smucker,Representative,Smucker,Pennsylvania,Republican,House,2017,2020,1131
Lois Capps,Representative,Capps,California,Democratic,House,1997,2017,1132
Lois Frankel,Representative,Frankel,Florida,Democratic,House,2013,2020,1133
Loretta Sanchez,Representative,Sanchez,California,Democratic,House,1997,2017,1134
Lori Trahan,Representative,Trahan,Massachusetts,Democratic,House,2019,2020,1135
Lou Barletta,Representative,Barletta,Pennsylvania,Republican,House,2011,2019,1136
Louie Gohmert,Representative,Gohmert,Texas,Republican,House,2005,2020,1137
Louis Stokes,Representative,Stokes,Ohio,Democratic,House,1969,1999,1138
Louise McIntosh Slaughter,Representative,Slaughter,New York,Democratic,House,1987,2018,1139
"Lowell P., Jr. Weicker",Senator,Weicker,Connecticut,Republican,House,1969,1971,1140
"Lowell P., Jr. Weicker",Senator,Weicker,Connecticut,Republican,Senate,1973,1989,1141
Lucien E. Blackwell,Representative,Blackwell,Pennsylvania,Democratic,House,1991,1995,1142
Lucille Roybal-Allard,Representative,Roybal-Allard,California,Democratic,House,1993,2020,1143
Lucy McBath,Representative,McBath,Georgia,Democratic,House,2019,2020,1144
Luis G. Fortuno,Resident Commissioner,Fortuno,Puerto Rico,Republican,House,2005,2009,1145
Luis V. Gutierrez,Representative,Gutierrez,Illinois,Democratic,House,1993,2019,1146
Luke Messer,Representative,Messer,Indiana,Republican,House,2013,2019,1147
Luther Strange,Senator,Strange,Alabama,Republican,Senate,2017,2018,1148
Lynn A. Westmoreland,Representative,Westmoreland,Georgia,Republican,House,2005,2017,1149
Lynn C. Woolsey,Representative,Woolsey,California,Democratic,House,1993,2013,1150
Lynn Jenkins,Representative,Jenkins,Kansas,Republican,House,2009,2019,1151
Lynn M. Martin,Representative,Martin,Illinois,Republican,House,1981,1991,1152
Lynn N. Rivers,Representative,Rivers,Michigan,Democratic,House,1995,2003,1153
Lynn Schenk,Representative,Schenk,California,Democratic,House,1993,1995,1154
Mac Collins,Representative,Collins,Georgia,Republican,House,1993,2005,1155
Mac Thornberry,Representative,Thornberry,Texas,Republican,House,1995,2020,1156
Madeleine Dean,Representative,Dean,Pennsylvania,Democratic,House,2019,2020,1157
Madeleine Z. Bordallo,Delegate,Bordallo,Guam,Democratic,House,2003,2019,1158
Major R. Owens,Representative,Owens,New York,Democratic,House,1983,2007,1159
Malcolm Wallop,Senator,Wallop,Wyoming,Republican,Senate,1977,1995,1160
"Manuel, Jr. Lujan",Representative,Lujan,New Mexico,Republican,House,1969,1989,1161
Marc A. Veasey,Representative,Veasey,Texas,Democratic,House,2013,2020,1162
Marcia L. Fudge,Representative,Fudge,Ohio,Democratic,House,2008,2020,1163
Marco Rubio,Senator,Rubio,Florida,Republican,Senate,2011,2020,1164
Marcy Kaptur,Representative,Kaptur,Ohio,Democratic,House,1983,2020,1165
Margaret Wood Hassan,Senator,Hassan,New Hampshire,Democratic,Senate,2017,2020,1166
Marge Roukema,Representative,Roukema,New Jersey,Republican,House,1981,2003,1167
Maria Cantwell,Senator,Cantwell,Washington,Democratic,House,1993,1995,1168
Maria Cantwell,Senator,Cantwell,Washington,Democratic,Senate,2001,2020,1169
Marilyn Lloyd,Representative,Lloyd,Tennessee,Democratic,House,1975,1995,1170
Marilyn N. Musgrave,Representative,Musgrave,Colorado,Republican,House,2003,2009,1171
Mario Biaggi,Representative,Biaggi,New York,Democratic,House,1969,1989,1172
Mario Diaz-Balart,Representative,Diaz-Balart,Florida,Republican,House,2003,2020,1173
Marion Berry,Representative,Berry,Arkansas,Democratic,House,1997,2011,1174
Marjorie Margolies-Mezvinsky,Representative,Margolies-Mezvinsky,Pennsylvania,Democratic,House,1993,1995,1175
Mark Begich,Senator,Begich,Alaska,Democratic,Senate,2009,2015,1176
Mark Dayton,Senator,Dayton,Minnesota,Democratic,Senate,2001,2007,1177
Mark DeSaulnier,Representative,DeSaulnier,California,Democratic,House,2015,2020,1178
Mark E. Amodei,Representative,Amodei,Nevada,Republican,House,2011,2020,1179
Mark E. Green,Representative,Green,Tennessee,Republican,House,2019,2020,1180
Mark E. Souder,Representative,Souder,Indiana,Republican,House,1995,2010,1181
Mark Foley,Representative,Foley,Florida,Republican,House,1995,2007,1182
Mark Green,Representative,Green,Wisconsin,Republican,House,1999,2007,1183
Mark H. Schauer,Representative,Schauer,Michigan,Democratic,House,2009,2011,1184
Mark L. Pryor,Senator,Pryor,Arkansas,Democratic,Senate,2003,2015,1185
Mark Meadows,Representative,Meadows,North Carolina,Republican,House,2013,2020,1186
Mark O. Hatfield,Senator,Hatfield,Oregon,Republican,Senate,1967,1997,1187
Mark Pocan,Representative,Pocan,Wisconsin,Democratic,House,2013,2020,1188
Mark R. Kennedy,Representative,Kennedy,Minnesota,Republican,House,2001,2007,1189
Mark R. Warner,Senator,Warner,Virginia,Democratic,Senate,2009,2020,1190
Mark S. Critz,Representative,Critz,Pennsylvania,Democratic,House,2010,2013,1191
Mark Sanford,Representative,Sanford,South Carolina,Republican,House,1995,2019,1192
Mark Steven Kirk,Senator,Kirk,Illinois,Republican,House,2001,2010,1193
Mark Steven Kirk,Senator,Kirk,Illinois,Republican,Senate,2010,2017,1194
Mark Takai,Representative,Takai,Hawaii,Democratic,House,2015,2016,1195
Mark Takano,Representative,Takano,California,Democratic,House,2013,2020,1196
Mark Udall,Senator,Udall,Colorado,Democratic,House,1999,2009,1197
Mark Udall,Senator,Udall,Colorado,Democratic,Senate,2009,2015,1198
Mark W. Neumann,Representative,Neumann,Wisconsin,Republican,House,1995,1999,1199
Mark Walker,Representative,Walker,North Carolina,Republican,House,2015,2020,1200
Markwayne Mullin,Representative,Mullin,Oklahoma,Republican,House,2013,2020,1201
Marlin A. Stutzman,Representative,Stutzman,Indiana,Republican,House,2010,2017,1202
Marsha Blackburn,Senator,Blackburn,Tennessee,Republican,House,2003,2019,1203
Marsha Blackburn,Senator,Blackburn,Tennessee,Republican,Senate,2019,2020,1204
Martha McSally,Senator,McSally,Arizona,Republican,House,2015,2019,1205
Martha McSally,Senator,McSally,Arizona,Republican,Senate,2019,2020,1206
Martha Roby,Representative,Roby,Alabama,Republican,House,2011,2020,1207
Martin A. Russo,Representative,Russo,Illinois,Democratic,House,1975,1993,1208
Martin Frost,Representative,Frost,Texas,Democratic,House,1979,2005,1209
Martin Heinrich,Senator,Heinrich,New Mexico,Democratic,House,2009,2013,1210
Martin Heinrich,Senator,Heinrich,New Mexico,Democratic,Senate,2013,2020,1211
Martin Olav Sabo,Representative,Sabo,Minnesota,Democratic,House,1979,2007,1212
Martin R. Hoke,Representative,Hoke,Ohio,Republican,House,1993,1997,1213
Martin T. Meehan,Representative,Meehan,Massachusetts,Democratic,House,1993,2007,1214
Marvin Leath,Representative,Leath,Texas,Democratic,House,1979,1991,1215
Mary Bono Mack,Representative,Bono Mack,California,Republican,House,1997,2013,1216
Mary Fallin,Representative,Fallin,Oklahoma,Republican,House,2007,2011,1217
Mary Gay Scanlon,Representative,Scanlon,Pennsylvania,Democratic,House,2018,2020,1218
Mary Jo Kilroy,Representative,Kilroy,Ohio,Democratic,House,2009,2011,1219
Mary L. Landrieu,Senator,Landrieu,Louisiana,Democratic,Senate,1997,2015,1220
Mary Rose Oakar,Representative,Oakar,Ohio,Democratic,House,1977,1993,1221
Matt Cartwright,Representative,Cartwright,Pennsylvania,Democratic,House,2013,2020,1222
Matt Gaetz,Representative,Gaetz,Florida,Republican,House,2017,2020,1223
Matt Salmon,Representative,Salmon,Arizona,Republican,House,1995,2017,1224
Matthew F. McHugh,Representative,McHugh,New York,Democratic,House,1975,1993,1225
Matthew G. Martinez,Representative,Martinez,California,Republican,House,1981,2001,1226
Matthew J. Rinaldo,Representative,Rinaldo,New Jersey,Republican,House,1973,1993,1227
Maurice D. Hinchey,Representative,Hinchey,New York,Democratic,House,1993,2013,1228
Max Baucus,Senator,Baucus,Montana,Democratic,House,1975,1979,1229
Max Baucus,Senator,Baucus,Montana,Democratic,Senate,1979,2014,1230
Max Burns,Representative,Burns,Georgia,Republican,House,2003,2005,1231
Max Cleland,Senator,Cleland,Georgia,Democratic,Senate,1997,2003,1232
Max Rose,Representative,Rose,New York,Democratic,House,2019,2020,1233
Max Sandlin,Representative,Sandlin,Texas,Democratic,House,1997,2005,1234
Maxine Waters,Representative,Waters,California,Democratic,House,1991,2020,1235
Mazie K. Hirono,Senator,Hirono,Hawaii,Democratic,House,2007,2013,1236
Mazie K. Hirono,Senator,Hirono,Hawaii,Democratic,Senate,2013,2020,1237
Mel Hancock,Representative,Hancock,Missouri,Republican,House,1989,1997,1238
Mel Levine,Representative,Levine,California,Democratic,House,1983,1993,1239
Mel Martinez,Senator,Martinez,Florida,Republican,Senate,2005,2009,1240
Mel Reynolds,Representative,Reynolds,Illinois,Democratic,House,1993,1997,1241
Melissa A. Hart,Representative,Hart,Pennsylvania,Republican,House,2001,2007,1242
Melissa L. Bean,Representative,Bean,Illinois,Democratic,House,2005,2011,1243
Melvin L. Watt,Representative,Watt,North Carolina,Democratic,House,1993,2014,1244
Melvin Price,Representative,Price,Illinois,Democratic,House,1945,1989,1245
Merrill Cook,Representative,Cook,Utah,Republican,House,1997,2001,1246
Mervyn M. Dymally,Representative,Dymally,California,Democratic,House,1981,1993,1247
Mia B. Love,Representative,Love,Utah,Republican,House,2015,2019,1248
Michael A. Arcuri,Representative,Arcuri,New York,Democratic,House,2007,2011,1249
Michael Andrews,Representative,Andrews,Texas,Democratic,House,1983,1995,1250
Michael B. Enzi,Senator,Enzi,Wyoming,Republican,Senate,1997,2020,1251
Michael Bilirakis,Representative,Bilirakis,Florida,Republican,House,1983,2007,1252
Michael C. Burgess,Representative,Burgess,Texas,Republican,House,2003,2020,1253
Michael Cloud,Representative,Cloud,Texas,Republican,House,2018,2020,1254
Michael E. Capuano,Representative,Capuano,Massachusetts,Democratic,House,1999,2019,1255
Michael E. McMahon,Representative,McMahon,New York,Democratic,House,2009,2011,1256
Michael E. Sodrel,Representative,Sodrel,Indiana,Republican,House,2005,2007,1257
Michael F. Bennet,Senator,Bennet,Colorado,Democratic,Senate,2009,2020,1258
Michael F. Doyle,Representative,Doyle,Pennsylvania,Democratic,House,1995,2020,1259
Michael F. Q. San Nicolas,Delegate,San Nicolas,Guam,Democratic,House,2019,2020,1260
Michael G. Fitzpatrick,Representative,Fitzpatrick,Pennsylvania,Republican,House,2005,2017,1261
Michael G. Grimm,Representative,Grimm,New York,Republican,House,2011,2015,1262
Michael G. Oxley,Representative,Oxley,Ohio,Republican,House,1981,2007,1263
Michael Guest,Representative,Guest,Mississippi,Republican,House,2019,2020,1264
Michael H. Michaud,Representative,Michaud,Maine,Democratic,House,2003,2015,1265
Michael Huffington,Representative,Huffington,California,Republican,House,1993,1995,1266
Michael K. Simpson,Representative,Simpson,Idaho,Republican,House,1999,2020,1267
Michael M. Honda,Representative,Honda,California,Democratic,House,2001,2017,1268
Michael N. Castle,Representative,Castle,Delaware,Republican,House,1993,2011,1269
Michael P. Forbes,Representative,Forbes,New York,Democratic,House,1995,2001,1270
Michael Pappas,Representative,Pappas,New Jersey,Republican,House,1997,1999,1271
Michael Patrick Flanagan,Representative,Flanagan,Illinois,Republican,House,1995,1997,1272
Michael R. McNulty,Representative,McNulty,New York,Democratic,House,1989,2009,1273
Michael R. Turner,Representative,Turner,Ohio,Republican,House,2003,2020,1274
Michael T. McCaul,Representative,McCaul,Texas,Republican,House,2005,2020,1275
Michael Waltz,Representative,Waltz,Florida,Republican,House,2019,2020,1276
Michele Bachmann,Representative,Bachmann,Minnesota,Republican,House,2007,2015,1277
Michelle Lujan Grisham,Representative,Lujan Grisham,New Mexico,Democratic,House,2013,2019,1278
Mick Mulvaney,Representative,Mulvaney,South Carolina,Republican,House,2011,2017,1279
Mickey Edwards,Representative,Edwards,Oklahoma,Republican,House,1977,1993,1280
Mickey Leland,Representative,Leland,Texas,Democratic,House,1979,1991,1281
Mike Bishop,Representative,Bishop,Michigan,Republican,House,2015,2019,1282
Mike Bost,Representative,Bost,Illinois,Republican,House,2015,2020,1283
Mike Braun,Senator,Braun,Indiana,Republican,Senate,2019,2020,1284
Mike Coffman,Representative,Coffman,Colorado,Republican,House,2009,2019,1285
Mike Crapo,Senator,Crapo,Idaho,Republican,House,1993,1999,1286
Mike Crapo,Senator,Crapo,Idaho,Republican,Senate,1999,2020,1287
Mike D. Rogers,Representative,Rogers,Alabama,Republican,House,2003,2020,1288
Mike DeWine,Senator,DeWine,Ohio,Republican,House,1983,1991,1289
Mike DeWine,Senator,DeWine,Ohio,Republican,Senate,1995,2007,1290
Mike Espy,Representative,Espy,Mississippi,Democratic,House,1987,1995,1291
Mike Ferguson,Representative,Ferguson,New Jersey,Republican,House,2001,2009,1292
Mike Gallagher,Representative,Gallagher,Wisconsin,Republican,House,2017,2020,1293
Mike Garcia,Representative,Garcia,California,Republican,House,2020,2020,1294
Mike J. Rogers,Representative,Rogers,Michigan,Republican,House,2001,2015,1295
Mike Johanns,Senator,Johanns,Nebraska,Republican,Senate,2009,2015,1296
Mike Johnson,Representative,Johnson,Louisiana,Republican,House,2017,2020,1297
Mike Kelly,Representative,Kelly,Pennsylvania,Republican,House,2011,2020,1298
Mike Kopetski,Representative,Kopetski,Oregon,Democratic,House,1991,1995,1299
Mike Kreidler,Representative,Kreidler,Washington,Democratic,House,1993,1995,1300
Mike Lee,Senator,Lee,Utah,Republican,Senate,2011,2020,1301
Mike Levin,Representative,Levin,California,Democratic,House,2019,2020,1302
Mike Lowry,Representative,Lowry,Washington,Democratic,House,1979,1989,1303
Mike McIntyre,Representative,McIntyre,North Carolina,Democratic,House,1997,2015,1304
Mike Parker,Representative,Parker,Mississippi,Republican,House,1989,1999,1305
Mike Pence,Representative,Pence,Indiana,Republican,House,2001,2013,1306
Mike Pompeo,Representative,Pompeo,Kansas,Republican,House,2011,2017,1307
Mike Quigley,Representative,Quigley,Illinois,Democratic,House,2009,2020,1308
Mike Ross,Representative,Ross,Arkansas,Democratic,House,2001,2013,1309
Mike Rounds,Senator,Rounds,South Dakota,Republican,Senate,2015,2020,1310
Mike Synar,Representative,Synar,Oklahoma,Democratic,House,1979,1995,1311
Mike Thompson,Representative,Thompson,California,Democratic,House,1999,2020,1312
Mike Ward,Representative,Ward,Kentucky,Democratic,House,1995,1997,1313
Mikie Sherrill,Representative,Sherrill,New Jersey,Democratic,House,2019,2020,1314
Mimi Walters,Representative,Walters,California,Republican,House,2015,2019,1315
Mitch McConnell,Senator,McConnell,Kentucky,Republican,Senate,1985,2020,1316
Mitt Romney,Senator,Romney,Utah,Republican,Senate,2019,2020,1317
Mo Brooks,Representative,Brooks,Alabama,Republican,House,2011,2020,1318
Morris K. Udall,Representative,Udall,Arizona,Democratic,House,1961,1993,1319
Nan A. S. Hayworth,Representative,Hayworth,New York,Republican,House,2011,2013,1320
Nancy E. Boyda,Representative,Boyda,Kansas,Democratic,House,2007,2009,1321
Nancy L. Johnson,Representative,Johnson,Connecticut,Republican,House,1983,2007,1322
Nancy Landon Kassebaum,Senator,Kassebaum,Kansas,Republican,Senate,1979,1997,1323
Nancy Pelosi,Representative,Pelosi,California,Democratic,House,1987,2020,1324
Nanette Diaz Barragan,Representative,Barragan,California,Democratic,House,2017,2020,1325
Nathan Deal,Representative,Deal,Georgia,Republican,House,1993,2010,1326
Neal Edward Smith,Representative,Smith,Iowa,Democratic,House,1959,1995,1327
Neal P. Dunn,Representative,Dunn,Florida,Republican,House,2017,2020,1328
Neil Abercrombie,Representative,Abercrombie,Hawaii,Democratic,House,1985,2011,1329
Newt Gingrich,Representative,Gingrich,Georgia,Republican,House,1979,1999,1330
Nicholas Mavroules,Representative,Mavroules,Massachusetts,Democratic,House,1979,1993,1331
"Nick J., II Rahall",Representative,Rahall,West Virginia,Democratic,House,1977,2015,1332
Nick Lampson,Representative,Lampson,Texas,Democratic,House,1997,2009,1333
Nick Smith,Representative,Smith,Michigan,Republican,House,1993,2005,1334
Niki Tsongas,Representative,Tsongas,Massachusetts,Democratic,House,2007,2019,1335
Nita M. Lowey,Representative,Lowey,New York,Democratic,House,1989,2020,1336
Norm Coleman,Senator,Coleman,Minnesota,Republican,Senate,2003,2009,1337
Norma J. Torres,Representative,Torres,California,Democratic,House,2015,2020,1338
Norman D. Dicks,Representative,Dicks,Washington,Democratic,House,1977,2013,1339
Norman D. Shumway,Representative,Shumway,California,Republican,House,1979,1991,1340
Norman F. Lent,Representative,Lent,New York,Republican,House,1971,1993,1341
Norman Sisisky,Representative,Sisisky,Virginia,Democratic,House,1983,2001,1342
Norman Y. Mineta,Representative,Mineta,California,Democratic,House,1975,1997,1343
Nydia M. Velazquez,Representative,Velazquez,New York,Democratic,House,1993,2020,1344
Olympia J. Snowe,Senator,Snowe,Maine,Republican,House,1979,1995,1345
Olympia J. Snowe,Senator,Snowe,Maine,Republican,Senate,1995,2013,1346
Orrin G. Hatch,Senator,Hatch,Utah,Republican,Senate,1977,2019,1347
Owen B. Pickett,Representative,Pickett,Virginia,Democratic,House,1987,2001,1348
Parker Griffith,Representative,Griffith,Alabama,Republican,House,2009,2011,1349
Pat Danner,Representative,Danner,Missouri,Democratic,House,1993,2001,1350
Pat Roberts,Senator,Roberts,Kansas,Republican,House,1981,1997,1351
Pat Roberts,Senator,Roberts,Kansas,Republican,Senate,1997,2020,1352
Pat Toomey,Senator,Toomey,Pennsylvania,Republican,House,1999,2005,1353
Pat Toomey,Senator,Toomey,Pennsylvania,Republican,Senate,2011,2020,1354
Pat Williams,Representative,Williams,Montana,Democratic,House,1979,1997,1355
Patricia Saiki,Representative,Saiki,Hawaii,Republican,House,1987,1991,1356
Patricia Schroeder,Representative,Schroeder,Colorado,Democratic,House,1973,1997,1357
Patrick J. Kennedy,Representative,Kennedy,Rhode Island,Democratic,House,1995,2011,1358
Patrick J. Leahy,Senator,Leahy,Vermont,Democratic,Senate,1975,2020,1359
Patrick J. Murphy,Representative,Murphy,Pennsylvania,Democratic,House,2007,2011,1360
Patrick J. Tiberi,Representative,Tiberi,Ohio,Republican,House,2001,2018,1361
Patrick L. Swindall,Representative,Swindall,Georgia,Republican,House,1985,1989,1362
Patrick Meehan,Representative,Meehan,Pennsylvania,Republican,House,2011,2018,1363
Patrick Murphy,Representative,Murphy,Florida,Democratic,House,2013,2017,1364
Patrick T. McHenry,Representative,McHenry,North Carolina,Republican,House,2005,2020,1365
Patsy T. Mink,Representative,Mink,Hawaii,Democratic,House,1965,2002,1366
Patty Murray,Senator,Murray,Washington,Democratic,Senate,1993,2020,1367
Paul A. Gosar,Representative,Gosar,Arizona,Republican,House,2011,2020,1368
Paul B. Henry,Representative,Henry,Michigan,Republican,House,1985,1995,1369
Paul C. Broun,Representative,Broun,Georgia,Republican,House,2007,2015,1370
Paul Cook,Representative,Cook,California,Republican,House,2013,2020,1371
Paul Coverdell,Senator,Coverdell,Georgia,Republican,Senate,1993,2000,1372
Paul D. Ryan,Representative,Ryan,Wisconsin,Republican,House,1999,2019,1373
Paul D. Wellstone,Senator,Wellstone,Minnesota,Democratic,Senate,1991,2002,1374
Paul E. Gillmor,Representative,Gillmor,Ohio,Republican,House,1989,2007,1375
Paul E. Kanjorski,Representative,Kanjorski,Pennsylvania,Democratic,House,1985,2011,1376
"Paul Grattan, Jr. Kirk",Senator,Kirk,Massachusetts,Democratic,Senate,2009,2010,1377
Paul McHale,Representative,McHale,Pennsylvania,Democratic,House,1993,1999,1378
Paul Mitchell,Representative,Mitchell,Michigan,Republican,House,2017,2020,1379
Paul S. Sarbanes,Senator,Sarbanes,Maryland,Democratic,House,1971,1977,1380
Paul S. Sarbanes,Senator,Sarbanes,Maryland,Democratic,Senate,1977,2007,1381
"Paul S., Jr. Trible",Senator,Trible,Virginia,Republican,House,1977,1983,1382
"Paul S., Jr. Trible",Senator,Trible,Virginia,Republican,Senate,1983,1989,1383
Paul Simon,Senator,Simon,Illinois,Democratic,House,1975,1985,1384
Paul Simon,Senator,Simon,Illinois,Democratic,Senate,1985,1997,1385
Paul Tonko,Representative,Tonko,New York,Democratic,House,2009,2020,1386
Paul W. Hodes,Representative,Hodes,New Hampshire,Democratic,House,2007,2011,1387
Pedro R. Pierluisi,Resident Commissioner,Pierluisi,Puerto Rico,Democratic,House,2009,2017,1388
Pete Aguilar,Representative,Aguilar,California,Democratic,House,2015,2020,1389
Pete Geren,Representative,Geren,Texas,Democratic,House,1989,1997,1390
Pete Olson,Representative,Olson,Texas,Republican,House,2009,2020,1391
Pete P. Gallego,Representative,Gallego,Texas,Democratic,House,2013,2015,1392
Pete Sessions,Representative,Sessions,Texas,Republican,House,1997,2019,1393
Pete Stauber,Representative,Stauber,Minnesota,Republican,House,2019,2020,1394
Pete V. Domenici,Senator,Domenici,New Mexico,Republican,Senate,1973,2009,1395
Pete Wilson,Senator,Wilson,California,Republican,Senate,1983,1993,1396
Peter A. DeFazio,Representative,DeFazio,Oregon,Democratic,House,1987,2020,1397
Peter Barca,Representative,Barca,Wisconsin,Democratic,House,1993,1995,1398
Peter Deutsch,Representative,Deutsch,Florida,Democratic,House,1993,2005,1399
Peter Fitzgerald,Senator,Fitzgerald,Illinois,Republican,Senate,1999,2005,1400
Peter G. Torkildsen,Representative,Torkildsen,Massachusetts,Republican,House,1993,1997,1401
Peter H. Kostmayer,Representative,Kostmayer,Pennsylvania,Democratic,House,1977,1993,1402
Peter Hoagland,Representative,Hoagland,Nebraska,Democratic,House,1989,1995,1403
Peter Hoekstra,Representative,Hoekstra,Michigan,Republican,House,1993,2011,1404
Peter I. Blute,Representative,Blute,Massachusetts,Republican,House,1993,1997,1405
Peter J. Roskam,Representative,Roskam,Illinois,Republican,House,2007,2019,1406
Peter J. Visclosky,Representative,Visclosky,Indiana,Democratic,House,1985,2020,1407
Peter Smith,Representative,Smith,Vermont,Republican,House,1989,1991,1408
Peter T. King,Representative,King,New York,Republican,House,1993,2020,1409
"Peter W., Jr. Rodino",Representative,Rodino,New Jersey,Democratic,House,1949,1989,1410
Peter Welch,Representative,Welch,Vermont,Democratic,House,2007,2020,1411
Phil English,Representative,English,Pennsylvania,Republican,House,1995,2009,1412
Phil Gingrey,Representative,Gingrey,Georgia,Republican,House,2003,2015,1413
Phil Gramm,Senator,Gramm,Texas,Republican,House,1979,1985,1414
Phil Gramm,Senator,Gramm,Texas,Republican,Senate,1985,2002,1415
Phil Hare,Representative,Hare,Illinois,Democratic,House,2007,2011,1416
Philip M. Crane,Representative,Crane,Illinois,Republican,House,1969,2005,1417
Philip R. Sharp,Representative,Sharp,Indiana,Democratic,House,1975,1995,1418
Porter J. Goss,Representative,Goss,Florida,Republican,House,1989,2004,1419
Pramila Jayapal,Representative,Jayapal,Washington,Democratic,House,2017,2020,1420
Quentin N. Burdick,Senator,Burdick,North Dakota,Democratic,Senate,1959,1993,1421
Rahm Emanuel,Representative,Emanuel,Illinois,Democratic,House,2003,2009,1422
Raja Krishnamoorthi,Representative,Krishnamoorthi,Illinois,Democratic,House,2017,2020,1423
Ralph Lee Abraham,Representative,Abraham,Louisiana,Republican,House,2015,2020,1424
Ralph M. Hall,Representative,Hall,Texas,Republican,House,1981,2015,1425
Ralph Norman,Representative,Norman,South Carolina,Republican,House,2017,2020,1426
Ralph Regula,Representative,Regula,Ohio,Republican,House,1973,2009,1427
Rand Paul,Senator,Paul,Kentucky,Republican,Senate,2011,2020,1428
Randy (Duke) Cunningham,Representative,Cunningham,California,Republican,House,1991,2007,1429
Randy Hultgren,Representative,Hultgren,Illinois,Republican,House,2011,2019,1430
"Randy K., Sr. Weber",Representative,Weber,Texas,Republican,House,2013,2020,1431
Randy Neugebauer,Representative,Neugebauer,Texas,Republican,House,2003,2017,1432
Randy Tate,Representative,Tate,Washington,Republican,House,1995,1997,1433
Rashida Tlaib,Representative,Tlaib,Michigan,Democratic,House,2019,2020,1434
Raul M. Grijalva,Representative,Grijalva,Arizona,Democratic,House,2003,2020,1435
Raul R. Labrador,Representative,Labrador,Idaho,Republican,House,2011,2019,1436
Raul Ruiz,Representative,Ruiz,California,Democratic,House,2013,2020,1437
